Agency,Country,Percent Change YOY Country,City (copy),City,Date,Percent Change YOY
York Region Transit,Canada,-60,Toronto,Toronto,8/6/2020,-61
Durham Region Transit,Canada,6,Toronto,Toronto,2/18/2020,-3
Durham Region Transit,Canada,-21,Toronto,Toronto,2/19/2020,9
Durham Region Transit,Canada,3,Toronto,Toronto,2/20/2020,-39
Durham Region Transit,Canada,1,Toronto,Toronto,2/21/2020,22
Durham Region Transit,Canada,-8,Toronto,Toronto,2/22/2020,1
Durham Region Transit,Canada,-5,Toronto,Toronto,2/23/2020,-5
Durham Region Transit,Canada,3,Toronto,Toronto,2/24/2020,-4
Durham Region Transit,Canada,4,Toronto,Toronto,2/25/2020,3
Durham Region Transit,Canada,12,Toronto,Toronto,2/26/2020,8
Durham Region Transit,Canada,1,Toronto,Toronto,2/27/2020,11
Durham Region Transit,Canada,-5,Toronto,Toronto,2/28/2020,-8
Durham Region Transit,Canada,-1,Toronto,Toronto,2/29/2020,-11
Durham Region Transit,Canada,1,Toronto,Toronto,3/1/2020,-15
Durham Region Transit,Canada,5,Toronto,Toronto,3/2/2020,-10
Durham Region Transit,Canada,-1,Toronto,Toronto,3/3/2020,-2
Durham Region Transit,Canada,-1,Toronto,Toronto,3/4/2020,3
Durham Region Transit,Canada,-3,Toronto,Toronto,3/5/2020,3
Durham Region Transit,Canada,-4,Toronto,Toronto,3/6/2020,-3
Durham Region Transit,Canada,-2,Toronto,Toronto,3/7/2020,-4
Durham Region Transit,Canada,-3,Toronto,Toronto,3/8/2020,-2
Durham Region Transit,Canada,-2,Toronto,Toronto,3/9/2020,-1
Durham Region Transit,Canada,-5,Toronto,Toronto,3/10/2020,-8
Durham Region Transit,Canada,-6,Toronto,Toronto,3/11/2020,-6
Durham Region Transit,Canada,-10,Toronto,Toronto,3/12/2020,-12
Durham Region Transit,Canada,-24,Toronto,Toronto,3/13/2020,-36
Durham Region Transit,Canada,-31,Toronto,Toronto,3/14/2020,-28
Durham Region Transit,Canada,-31,Toronto,Toronto,3/15/2020,-26
Durham Region Transit,Canada,-50,Toronto,Toronto,3/16/2020,-53
Durham Region Transit,Canada,-60,Toronto,Toronto,3/17/2020,-65
Durham Region Transit,Canada,-66,Toronto,Toronto,3/18/2020,-66
Durham Region Transit,Canada,-69,Toronto,Toronto,3/19/2020,-66
Durham Region Transit,Canada,-71,Toronto,Toronto,3/20/2020,-70
Durham Region Transit,Canada,-68,Toronto,Toronto,3/21/2020,-61
Durham Region Transit,Canada,-68,Toronto,Toronto,3/22/2020,-59
Durham Region Transit,Canada,-74,Toronto,Toronto,3/23/2020,-72
Durham Region Transit,Canada,-76,Toronto,Toronto,3/24/2020,-76
Durham Region Transit,Canada,-80,Toronto,Toronto,3/25/2020,-81
Durham Region Transit,Canada,-81,Toronto,Toronto,3/26/2020,-81
Durham Region Transit,Canada,-82,Toronto,Toronto,3/27/2020,-81
Durham Region Transit,Canada,-78,Toronto,Toronto,3/28/2020,-75
Durham Region Transit,Canada,-76,Toronto,Toronto,3/29/2020,-73
Durham Region Transit,Canada,-79,Toronto,Toronto,3/30/2020,-81
Durham Region Transit,Canada,-81,Toronto,Toronto,3/31/2020,-82
Durham Region Transit,Canada,-81,Toronto,Toronto,4/1/2020,-82
Durham Region Transit,Canada,-81,Toronto,Toronto,4/2/2020,-82
Durham Region Transit,Canada,-82,Toronto,Toronto,4/3/2020,-82
Durham Region Transit,Canada,-79,Toronto,Toronto,4/4/2020,-75
Durham Region Transit,Canada,-78,Toronto,Toronto,4/5/2020,-73
Durham Region Transit,Canada,-80,Toronto,Toronto,4/6/2020,-83
Durham Region Transit,Canada,-82,Toronto,Toronto,4/7/2020,-84
Durham Region Transit,Canada,-82,Toronto,Toronto,4/8/2020,-84
Durham Region Transit,Canada,-82,Toronto,Toronto,4/9/2020,-83
Durham Region Transit,Canada,-83,Toronto,Toronto,4/10/2020,-84
Durham Region Transit,Canada,-80,Toronto,Toronto,4/11/2020,-76
Durham Region Transit,Canada,-80,Toronto,Toronto,4/12/2020,-79
Durham Region Transit,Canada,-80,Toronto,Toronto,4/13/2020,-83
Durham Region Transit,Canada,-82,Toronto,Toronto,4/14/2020,-83
Durham Region Transit,Canada,-83,Toronto,Toronto,4/15/2020,-85
Durham Region Transit,Canada,-83,Toronto,Toronto,4/16/2020,-84
Durham Region Transit,Canada,-80,Toronto,Toronto,4/17/2020,-79
Durham Region Transit,Canada,-79,Toronto,Toronto,4/18/2020,-76
Durham Region Transit,Canada,-78,Toronto,Toronto,4/19/2020,-73
Durham Region Transit,Canada,-78,Toronto,Toronto,4/20/2020,-80
Durham Region Transit,Canada,-82,Toronto,Toronto,4/21/2020,-83
Durham Region Transit,Canada,-82,Toronto,Toronto,4/22/2020,-83
Durham Region Transit,Canada,-82,Toronto,Toronto,4/23/2020,-83
Durham Region Transit,Canada,-80,Toronto,Toronto,4/24/2020,-78
Durham Region Transit,Canada,-78,Toronto,Toronto,4/25/2020,-77
Durham Region Transit,Canada,-77,Toronto,Toronto,4/26/2020,-74
Durham Region Transit,Canada,-79,Toronto,Toronto,4/27/2020,-78
Durham Region Transit,Canada,-82,Toronto,Toronto,4/28/2020,-81
Durham Region Transit,Canada,-81,Toronto,Toronto,4/29/2020,-73
Durham Region Transit,Canada,-82,Toronto,Toronto,4/30/2020,-78
Durham Region Transit,Canada,-81,Toronto,Toronto,5/1/2020,-79
Durham Region Transit,Canada,-78,Toronto,Toronto,5/2/2020,-76
Durham Region Transit,Canada,-76,Toronto,Toronto,5/3/2020,-71
Durham Region Transit,Canada,-79,Toronto,Toronto,5/4/2020,-79
Durham Region Transit,Canada,-80,Toronto,Toronto,5/5/2020,-81
Durham Region Transit,Canada,-80,Toronto,Toronto,5/6/2020,-80
Durham Region Transit,Canada,-81,Toronto,Toronto,5/7/2020,-82
Durham Region Transit,Canada,-80,Toronto,Toronto,5/8/2020,-81
Durham Region Transit,Canada,-77,Toronto,Toronto,5/9/2020,-76
Durham Region Transit,Canada,-76,Toronto,Toronto,5/10/2020,-73
Durham Region Transit,Canada,-75,Toronto,Toronto,5/11/2020,-76
Durham Region Transit,Canada,-79,Toronto,Toronto,5/12/2020,-81
Durham Region Transit,Canada,-80,Toronto,Toronto,5/13/2020,-79
Durham Region Transit,Canada,-80,Toronto,Toronto,5/14/2020,-82
Durham Region Transit,Canada,-80,Toronto,Toronto,5/15/2020,-81
Durham Region Transit,Canada,-74,Toronto,Toronto,5/16/2020,-72
Durham Region Transit,Canada,-74,Toronto,Toronto,5/17/2020,-72
Durham Region Transit,Canada,-77,Toronto,Toronto,5/18/2020,-81
Durham Region Transit,Canada,-77,Toronto,Toronto,5/19/2020,-77
Durham Region Transit,Canada,-76,Toronto,Toronto,5/20/2020,-78
Durham Region Transit,Canada,-77,Toronto,Toronto,5/21/2020,-77
Durham Region Transit,Canada,-76,Toronto,Toronto,5/22/2020,-77
Durham Region Transit,Canada,-70,Toronto,Toronto,5/23/2020,-68
Durham Region Transit,Canada,-69,Toronto,Toronto,5/24/2020,-67
Durham Region Transit,Canada,-69,Toronto,Toronto,5/25/2020,-69
Durham Region Transit,Canada,-73,Toronto,Toronto,5/26/2020,-74
Durham Region Transit,Canada,-72,Toronto,Toronto,5/27/2020,-73
Durham Region Transit,Canada,-74,Toronto,Toronto,5/28/2020,-78
Durham Region Transit,Canada,-74,Toronto,Toronto,5/29/2020,-76
Durham Region Transit,Canada,-69,Toronto,Toronto,5/30/2020,-68
Durham Region Transit,Canada,-67,Toronto,Toronto,5/31/2020,-66
Durham Region Transit,Canada,-70,Toronto,Toronto,6/1/2020,-72
Durham Region Transit,Canada,-72,Toronto,Toronto,6/2/2020,-75
Durham Region Transit,Canada,-73,Toronto,Toronto,6/3/2020,-73
Durham Region Transit,Canada,-71,Toronto,Toronto,6/4/2020,-73
Durham Region Transit,Canada,-71,Toronto,Toronto,6/5/2020,-74
Durham Region Transit,Canada,-67,Toronto,Toronto,6/6/2020,-64
Durham Region Transit,Canada,-63,Toronto,Toronto,6/7/2020,-60
Durham Region Transit,Canada,-69,Toronto,Toronto,6/8/2020,-67
Durham Region Transit,Canada,-70,Toronto,Toronto,6/9/2020,-68
Durham Region Transit,Canada,-71,Toronto,Toronto,6/10/2020,-71
Durham Region Transit,Canada,-71,Toronto,Toronto,6/11/2020,-68
Durham Region Transit,Canada,-70,Toronto,Toronto,6/12/2020,-71
Durham Region Transit,Canada,-65,Toronto,Toronto,6/13/2020,-64
Durham Region Transit,Canada,-63,Toronto,Toronto,6/14/2020,-62
Durham Region Transit,Canada,-66,Toronto,Toronto,6/15/2020,-68
Durham Region Transit,Canada,-67,Toronto,Toronto,6/16/2020,-70
Durham Region Transit,Canada,-67,Toronto,Toronto,6/17/2020,-69
Durham Region Transit,Canada,-66,Toronto,Toronto,6/18/2020,-68
Durham Region Transit,Canada,-64,Toronto,Toronto,6/19/2020,-67
Durham Region Transit,Canada,-58,Toronto,Toronto,6/20/2020,-57
Durham Region Transit,Canada,-59,Toronto,Toronto,6/21/2020,-61
Durham Region Transit,Canada,-58,Toronto,Toronto,6/22/2020,-58
Durham Region Transit,Canada,-65,Toronto,Toronto,6/23/2020,-67
Durham Region Transit,Canada,-67,Toronto,Toronto,6/24/2020,-66
Durham Region Transit,Canada,-63,Toronto,Toronto,6/25/2020,-63
Durham Region Transit,Canada,-61,Toronto,Toronto,6/26/2020,-61
Durham Region Transit,Canada,-57,Toronto,Toronto,6/27/2020,-56
Durham Region Transit,Canada,-56,Toronto,Toronto,6/28/2020,-56
Durham Region Transit,Canada,-55,Toronto,Toronto,6/29/2020,-56
Durham Region Transit,Canada,-60,Toronto,Toronto,6/30/2020,-59
Durham Region Transit,Canada,-67,Toronto,Toronto,7/1/2020,-71
Durham Region Transit,Canada,-62,Toronto,Toronto,7/2/2020,-66
Durham Region Transit,Canada,-60,Toronto,Toronto,7/3/2020,-67
Durham Region Transit,Canada,-55,Toronto,Toronto,7/4/2020,-61
Durham Region Transit,Canada,-55,Toronto,Toronto,7/5/2020,-61
Durham Region Transit,Canada,-55,Toronto,Toronto,7/6/2020,-61
Durham Region Transit,Canada,-60,Toronto,Toronto,7/7/2020,-69
Durham Region Transit,Canada,-61,Toronto,Toronto,7/8/2020,-70
Durham Region Transit,Canada,-60,Toronto,Toronto,7/9/2020,-69
Durham Region Transit,Canada,-59,Toronto,Toronto,7/10/2020,-67
Durham Region Transit,Canada,-58,Toronto,Toronto,7/11/2020,-66
Durham Region Transit,Canada,-53,Toronto,Toronto,7/12/2020,-64
Durham Region Transit,Canada,-59,Toronto,Toronto,7/13/2020,-69
Durham Region Transit,Canada,-60,Toronto,Toronto,7/14/2020,-71
Durham Region Transit,Canada,-59,Toronto,Toronto,7/15/2020,-68
Durham Region Transit,Canada,-62,Toronto,Toronto,7/16/2020,-72
Durham Region Transit,Canada,-59,Toronto,Toronto,7/17/2020,-66
Durham Region Transit,Canada,-52,Toronto,Toronto,7/18/2020,-61
Durham Region Transit,Canada,-55,Toronto,Toronto,7/19/2020,-66
Durham Region Transit,Canada,-57,Toronto,Toronto,7/20/2020,-69
Durham Region Transit,Canada,-59,Toronto,Toronto,7/21/2020,-68
Durham Region Transit,Canada,-60,Toronto,Toronto,7/22/2020,-72
Durham Region Transit,Canada,-61,Toronto,Toronto,7/23/2020,-70
Durham Region Transit,Canada,-58,Toronto,Toronto,7/24/2020,-67
Durham Region Transit,Canada,-53,Toronto,Toronto,7/25/2020,-64
Durham Region Transit,Canada,-54,Toronto,Toronto,7/26/2020,-59
Durham Region Transit,Canada,-56,Toronto,Toronto,7/27/2020,-65
Durham Region Transit,Canada,-58,Toronto,Toronto,7/28/2020,-67
Durham Region Transit,Canada,-59,Toronto,Toronto,7/29/2020,-68
Durham Region Transit,Canada,-58,Toronto,Toronto,7/30/2020,-67
Durham Region Transit,Canada,-57,Toronto,Toronto,7/31/2020,-66
Durham Region Transit,Canada,-52,Toronto,Toronto,8/1/2020,-59
Durham Region Transit,Canada,-56,Toronto,Toronto,8/2/2020,-62
Durham Region Transit,Canada,-60,Toronto,Toronto,8/3/2020,-66
Durham Region Transit,Canada,-60,Toronto,Toronto,8/4/2020,-65
Durham Region Transit,Canada,-60,Toronto,Toronto,8/5/2020,-67
Durham Region Transit,Canada,-60,Toronto,Toronto,8/6/2020,-67
Hamilton Street Railway,Canada,6,Toronto,Toronto,2/18/2020,-5
Hamilton Street Railway,Canada,-21,Toronto,Toronto,2/19/2020,-5
Hamilton Street Railway,Canada,3,Toronto,Toronto,2/20/2020,-41
Hamilton Street Railway,Canada,1,Toronto,Toronto,2/21/2020,4
Hamilton Street Railway,Canada,-8,Toronto,Toronto,2/22/2020,-6
Hamilton Street Railway,Canada,-5,Toronto,Toronto,2/23/2020,-15
Hamilton Street Railway,Canada,3,Toronto,Toronto,2/24/2020,-19
Hamilton Street Railway,Canada,4,Toronto,Toronto,2/25/2020,-3
Hamilton Street Railway,Canada,12,Toronto,Toronto,2/26/2020,21
Hamilton Street Railway,Canada,1,Toronto,Toronto,2/27/2020,5
Hamilton Street Railway,Canada,-5,Toronto,Toronto,2/28/2020,12
Hamilton Street Railway,Canada,-1,Toronto,Toronto,2/29/2020,-1
Hamilton Street Railway,Canada,1,Toronto,Toronto,3/1/2020,-2
Hamilton Street Railway,Canada,5,Toronto,Toronto,3/2/2020,-2
Hamilton Street Railway,Canada,-1,Toronto,Toronto,3/3/2020,3
Hamilton Street Railway,Canada,-1,Toronto,Toronto,3/4/2020,2
Hamilton Street Railway,Canada,-3,Toronto,Toronto,3/5/2020,12
Hamilton Street Railway,Canada,-4,Toronto,Toronto,3/6/2020,-6
Hamilton Street Railway,Canada,-2,Toronto,Toronto,3/7/2020,-4
Hamilton Street Railway,Canada,-3,Toronto,Toronto,3/8/2020,-7
Hamilton Street Railway,Canada,-2,Toronto,Toronto,3/9/2020,-3
Hamilton Street Railway,Canada,-5,Toronto,Toronto,3/10/2020,-6
Hamilton Street Railway,Canada,-6,Toronto,Toronto,3/11/2020,-7
Hamilton Street Railway,Canada,-10,Toronto,Toronto,3/12/2020,-9
Hamilton Street Railway,Canada,-24,Toronto,Toronto,3/13/2020,-20
Hamilton Street Railway,Canada,-31,Toronto,Toronto,3/14/2020,-31
Hamilton Street Railway,Canada,-31,Toronto,Toronto,3/15/2020,-31
Hamilton Street Railway,Canada,-50,Toronto,Toronto,3/16/2020,-51
Hamilton Street Railway,Canada,-60,Toronto,Toronto,3/17/2020,-59
Hamilton Street Railway,Canada,-66,Toronto,Toronto,3/18/2020,-65
Hamilton Street Railway,Canada,-69,Toronto,Toronto,3/19/2020,-64
Hamilton Street Railway,Canada,-71,Toronto,Toronto,3/20/2020,-68
Hamilton Street Railway,Canada,-68,Toronto,Toronto,3/21/2020,-62
Hamilton Street Railway,Canada,-68,Toronto,Toronto,3/22/2020,-62
Hamilton Street Railway,Canada,-74,Toronto,Toronto,3/23/2020,-70
Hamilton Street Railway,Canada,-76,Toronto,Toronto,3/24/2020,-72
Hamilton Street Railway,Canada,-80,Toronto,Toronto,3/25/2020,-77
Hamilton Street Railway,Canada,-81,Toronto,Toronto,3/26/2020,-78
Hamilton Street Railway,Canada,-82,Toronto,Toronto,3/27/2020,-77
Hamilton Street Railway,Canada,-78,Toronto,Toronto,3/28/2020,-73
Hamilton Street Railway,Canada,-76,Toronto,Toronto,3/29/2020,-69
Hamilton Street Railway,Canada,-79,Toronto,Toronto,3/30/2020,-75
Hamilton Street Railway,Canada,-81,Toronto,Toronto,3/31/2020,-77
Hamilton Street Railway,Canada,-81,Toronto,Toronto,4/1/2020,-76
Hamilton Street Railway,Canada,-81,Toronto,Toronto,4/2/2020,-77
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/3/2020,-78
Hamilton Street Railway,Canada,-79,Toronto,Toronto,4/4/2020,-76
Hamilton Street Railway,Canada,-78,Toronto,Toronto,4/5/2020,-72
Hamilton Street Railway,Canada,-80,Toronto,Toronto,4/6/2020,-77
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/7/2020,-80
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/8/2020,-78
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/9/2020,-78
Hamilton Street Railway,Canada,-83,Toronto,Toronto,4/10/2020,-81
Hamilton Street Railway,Canada,-80,Toronto,Toronto,4/11/2020,-74
Hamilton Street Railway,Canada,-80,Toronto,Toronto,4/12/2020,-78
Hamilton Street Railway,Canada,-80,Toronto,Toronto,4/13/2020,-79
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/14/2020,-80
Hamilton Street Railway,Canada,-83,Toronto,Toronto,4/15/2020,-80
Hamilton Street Railway,Canada,-83,Toronto,Toronto,4/16/2020,-81
Hamilton Street Railway,Canada,-80,Toronto,Toronto,4/17/2020,-75
Hamilton Street Railway,Canada,-79,Toronto,Toronto,4/18/2020,-77
Hamilton Street Railway,Canada,-78,Toronto,Toronto,4/19/2020,-72
Hamilton Street Railway,Canada,-78,Toronto,Toronto,4/20/2020,-76
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/21/2020,-79
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/22/2020,-79
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/23/2020,-80
Hamilton Street Railway,Canada,-80,Toronto,Toronto,4/24/2020,-77
Hamilton Street Railway,Canada,-78,Toronto,Toronto,4/25/2020,-76
Hamilton Street Railway,Canada,-77,Toronto,Toronto,4/26/2020,-74
Hamilton Street Railway,Canada,-79,Toronto,Toronto,4/27/2020,-77
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/28/2020,-79
Hamilton Street Railway,Canada,-81,Toronto,Toronto,4/29/2020,-78
Hamilton Street Railway,Canada,-82,Toronto,Toronto,4/30/2020,-78
Hamilton Street Railway,Canada,-81,Toronto,Toronto,5/1/2020,-78
Hamilton Street Railway,Canada,-78,Toronto,Toronto,5/2/2020,-75
Hamilton Street Railway,Canada,-76,Toronto,Toronto,5/3/2020,-71
Hamilton Street Railway,Canada,-79,Toronto,Toronto,5/4/2020,-78
Hamilton Street Railway,Canada,-80,Toronto,Toronto,5/5/2020,-78
Hamilton Street Railway,Canada,-80,Toronto,Toronto,5/6/2020,-76
Hamilton Street Railway,Canada,-81,Toronto,Toronto,5/7/2020,-76
Hamilton Street Railway,Canada,-80,Toronto,Toronto,5/8/2020,-78
Hamilton Street Railway,Canada,-77,Toronto,Toronto,5/9/2020,-74
Hamilton Street Railway,Canada,-76,Toronto,Toronto,5/10/2020,-70
Hamilton Street Railway,Canada,-75,Toronto,Toronto,5/11/2020,-73
Hamilton Street Railway,Canada,-79,Toronto,Toronto,5/12/2020,-77
Hamilton Street Railway,Canada,-80,Toronto,Toronto,5/13/2020,-76
Hamilton Street Railway,Canada,-80,Toronto,Toronto,5/14/2020,-78
Hamilton Street Railway,Canada,-80,Toronto,Toronto,5/15/2020,-76
Hamilton Street Railway,Canada,-74,Toronto,Toronto,5/16/2020,-67
Hamilton Street Railway,Canada,-74,Toronto,Toronto,5/17/2020,-69
Hamilton Street Railway,Canada,-77,Toronto,Toronto,5/18/2020,-76
Hamilton Street Railway,Canada,-77,Toronto,Toronto,5/19/2020,-71
Hamilton Street Railway,Canada,-76,Toronto,Toronto,5/20/2020,-72
Hamilton Street Railway,Canada,-77,Toronto,Toronto,5/21/2020,-72
Hamilton Street Railway,Canada,-76,Toronto,Toronto,5/22/2020,-72
Hamilton Street Railway,Canada,-70,Toronto,Toronto,5/23/2020,-66
Hamilton Street Railway,Canada,-69,Toronto,Toronto,5/24/2020,-64
Hamilton Street Railway,Canada,-69,Toronto,Toronto,5/25/2020,-63
Hamilton Street Railway,Canada,-73,Toronto,Toronto,5/26/2020,-70
Hamilton Street Railway,Canada,-72,Toronto,Toronto,5/27/2020,-69
Hamilton Street Railway,Canada,-74,Toronto,Toronto,5/28/2020,-75
Hamilton Street Railway,Canada,-74,Toronto,Toronto,5/29/2020,-72
Hamilton Street Railway,Canada,-69,Toronto,Toronto,5/30/2020,-63
Hamilton Street Railway,Canada,-67,Toronto,Toronto,5/31/2020,-62
Hamilton Street Railway,Canada,-70,Toronto,Toronto,6/1/2020,-67
Hamilton Street Railway,Canada,-72,Toronto,Toronto,6/2/2020,-69
Hamilton Street Railway,Canada,-73,Toronto,Toronto,6/3/2020,-68
Hamilton Street Railway,Canada,-71,Toronto,Toronto,6/4/2020,-69
Hamilton Street Railway,Canada,-71,Toronto,Toronto,6/5/2020,-70
Hamilton Street Railway,Canada,-67,Toronto,Toronto,6/6/2020,-62
Hamilton Street Railway,Canada,-63,Toronto,Toronto,6/7/2020,-59
Hamilton Street Railway,Canada,-69,Toronto,Toronto,6/8/2020,-65
Hamilton Street Railway,Canada,-70,Toronto,Toronto,6/9/2020,-66
Hamilton Street Railway,Canada,-71,Toronto,Toronto,6/10/2020,-67
Hamilton Street Railway,Canada,-71,Toronto,Toronto,6/11/2020,-69
Hamilton Street Railway,Canada,-70,Toronto,Toronto,6/12/2020,-69
Hamilton Street Railway,Canada,-65,Toronto,Toronto,6/13/2020,-63
Hamilton Street Railway,Canada,-63,Toronto,Toronto,6/14/2020,-58
Hamilton Street Railway,Canada,-66,Toronto,Toronto,6/15/2020,-65
Hamilton Street Railway,Canada,-67,Toronto,Toronto,6/16/2020,-64
Hamilton Street Railway,Canada,-67,Toronto,Toronto,6/17/2020,-66
Hamilton Street Railway,Canada,-66,Toronto,Toronto,6/18/2020,-64
Hamilton Street Railway,Canada,-64,Toronto,Toronto,6/19/2020,-64
Hamilton Street Railway,Canada,-58,Toronto,Toronto,6/20/2020,-55
Hamilton Street Railway,Canada,-59,Toronto,Toronto,6/21/2020,-56
Hamilton Street Railway,Canada,-58,Toronto,Toronto,6/22/2020,-60
Hamilton Street Railway,Canada,-65,Toronto,Toronto,6/23/2020,-67
Hamilton Street Railway,Canada,-67,Toronto,Toronto,6/24/2020,-63
Hamilton Street Railway,Canada,-63,Toronto,Toronto,6/25/2020,-63
Hamilton Street Railway,Canada,-61,Toronto,Toronto,6/26/2020,-62
Hamilton Street Railway,Canada,-57,Toronto,Toronto,6/27/2020,-55
Hamilton Street Railway,Canada,-56,Toronto,Toronto,6/28/2020,-49
Hamilton Street Railway,Canada,-55,Toronto,Toronto,6/29/2020,-52
Hamilton Street Railway,Canada,-60,Toronto,Toronto,6/30/2020,-56
Hamilton Street Railway,Canada,-67,Toronto,Toronto,7/1/2020,-73
Hamilton Street Railway,Canada,-62,Toronto,Toronto,7/2/2020,-60
Hamilton Street Railway,Canada,-60,Toronto,Toronto,7/3/2020,-62
Hamilton Street Railway,Canada,-55,Toronto,Toronto,7/4/2020,-57
Hamilton Street Railway,Canada,-55,Toronto,Toronto,7/5/2020,-57
Hamilton Street Railway,Canada,-55,Toronto,Toronto,7/6/2020,-58
Hamilton Street Railway,Canada,-60,Toronto,Toronto,7/7/2020,-60
Hamilton Street Railway,Canada,-61,Toronto,Toronto,7/8/2020,-62
Hamilton Street Railway,Canada,-60,Toronto,Toronto,7/9/2020,-62
Hamilton Street Railway,Canada,-59,Toronto,Toronto,7/10/2020,-60
Hamilton Street Railway,Canada,-58,Toronto,Toronto,7/11/2020,-61
Hamilton Street Railway,Canada,-53,Toronto,Toronto,7/12/2020,-57
Hamilton Street Railway,Canada,-59,Toronto,Toronto,7/13/2020,-60
Hamilton Street Railway,Canada,-60,Toronto,Toronto,7/14/2020,-60
Hamilton Street Railway,Canada,-59,Toronto,Toronto,7/15/2020,-61
Hamilton Street Railway,Canada,-62,Toronto,Toronto,7/16/2020,-65
Hamilton Street Railway,Canada,-59,Toronto,Toronto,7/17/2020,-59
Hamilton Street Railway,Canada,-52,Toronto,Toronto,7/18/2020,-57
Hamilton Street Railway,Canada,-55,Toronto,Toronto,7/19/2020,-62
Hamilton Street Railway,Canada,-57,Toronto,Toronto,7/20/2020,-57
Hamilton Street Railway,Canada,-59,Toronto,Toronto,7/21/2020,-58
Hamilton Street Railway,Canada,-60,Toronto,Toronto,7/22/2020,-62
Hamilton Street Railway,Canada,-61,Toronto,Toronto,7/23/2020,-59
Hamilton Street Railway,Canada,-58,Toronto,Toronto,7/24/2020,-55
Hamilton Street Railway,Canada,-53,Toronto,Toronto,7/25/2020,-54
Hamilton Street Railway,Canada,-54,Toronto,Toronto,7/26/2020,-55
Hamilton Street Railway,Canada,-56,Toronto,Toronto,7/27/2020,-53
Hamilton Street Railway,Canada,-58,Toronto,Toronto,7/28/2020,-56
Hamilton Street Railway,Canada,-59,Toronto,Toronto,7/29/2020,-59
Hamilton Street Railway,Canada,-58,Toronto,Toronto,7/30/2020,-59
Hamilton Street Railway,Canada,-57,Toronto,Toronto,7/31/2020,-57
Hamilton Street Railway,Canada,-52,Toronto,Toronto,8/1/2020,-58
Hamilton Street Railway,Canada,-56,Toronto,Toronto,8/2/2020,-58
Hamilton Street Railway,Canada,-60,Toronto,Toronto,8/3/2020,-61
Hamilton Street Railway,Canada,-60,Toronto,Toronto,8/4/2020,-58
Hamilton Street Railway,Canada,-60,Toronto,Toronto,8/5/2020,-56
Hamilton Street Railway,Canada,-60,Toronto,Toronto,8/6/2020,-59
GO Transit,Canada,-21,Toronto,Toronto,2/19/2020,-2
GO Transit,Canada,3,Toronto,Toronto,2/20/2020,10
GO Transit,Canada,1,Toronto,Toronto,2/21/2020,-29
GO Transit,Canada,-8,Toronto,Toronto,2/22/2020,12
GO Transit,Canada,-5,Toronto,Toronto,2/23/2020,-1
GO Transit,Canada,3,Toronto,Toronto,2/24/2020,-9
GO Transit,Canada,4,Toronto,Toronto,2/25/2020,-5
GO Transit,Canada,12,Toronto,Toronto,2/26/2020,8
GO Transit,Canada,1,Toronto,Toronto,2/27/2020,14
GO Transit,Canada,-5,Toronto,Toronto,2/28/2020,16
GO Transit,Canada,-1,Toronto,Toronto,2/29/2020,-7
GO Transit,Canada,1,Toronto,Toronto,3/1/2020,-11
GO Transit,Canada,5,Toronto,Toronto,3/2/2020,-11
GO Transit,Canada,-1,Toronto,Toronto,3/3/2020,-1
GO Transit,Canada,-1,Toronto,Toronto,3/4/2020,7
GO Transit,Canada,-3,Toronto,Toronto,3/5/2020,2
GO Transit,Canada,-4,Toronto,Toronto,3/6/2020,-2
GO Transit,Canada,-2,Toronto,Toronto,3/7/2020,-7
GO Transit,Canada,-3,Toronto,Toronto,3/8/2020,-1
GO Transit,Canada,-2,Toronto,Toronto,3/9/2020,-5
GO Transit,Canada,-5,Toronto,Toronto,3/10/2020,-10
GO Transit,Canada,-6,Toronto,Toronto,3/11/2020,-10
GO Transit,Canada,-10,Toronto,Toronto,3/12/2020,-14
GO Transit,Canada,-24,Toronto,Toronto,3/13/2020,-28
GO Transit,Canada,-31,Toronto,Toronto,3/14/2020,-32
GO Transit,Canada,-31,Toronto,Toronto,3/15/2020,-31
GO Transit,Canada,-50,Toronto,Toronto,3/16/2020,-51
GO Transit,Canada,-60,Toronto,Toronto,3/17/2020,-63
GO Transit,Canada,-66,Toronto,Toronto,3/18/2020,-67
GO Transit,Canada,-69,Toronto,Toronto,3/19/2020,-69
GO Transit,Canada,-71,Toronto,Toronto,3/20/2020,-72
GO Transit,Canada,-68,Toronto,Toronto,3/21/2020,-67
GO Transit,Canada,-68,Toronto,Toronto,3/22/2020,-65
GO Transit,Canada,-74,Toronto,Toronto,3/23/2020,-70
GO Transit,Canada,-76,Toronto,Toronto,3/24/2020,-72
GO Transit,Canada,-80,Toronto,Toronto,3/25/2020,-78
GO Transit,Canada,-81,Toronto,Toronto,3/26/2020,-79
GO Transit,Canada,-82,Toronto,Toronto,3/27/2020,-80
GO Transit,Canada,-78,Toronto,Toronto,3/28/2020,-78
GO Transit,Canada,-76,Toronto,Toronto,3/29/2020,-75
