Agency,Country,Percent Change YOY Country,City (copy),City,Date,Percent Change YOY
exo - Trains,Canada,-1,Montréal,Montréal,2/29/2020,5
exo - Trains,Canada,1,Montréal,Montréal,3/1/2020,5
exo - Trains,Canada,5,Montréal,Montréal,3/2/2020,5
exo - Trains,Canada,-1,Montréal,Montréal,3/3/2020,1
exo - Trains,Canada,-1,Montréal,Montréal,3/4/2020,8
exo - Trains,Canada,-3,Montréal,Montréal,3/5/2020,-1
exo - Trains,Canada,-4,Montréal,Montréal,3/6/2020,-1
exo - Trains,Canada,-2,Montréal,Montréal,3/7/2020,-3
exo - Trains,Canada,-3,Montréal,Montréal,3/8/2020,-7
exo - Trains,Canada,-2,Montréal,Montréal,3/9/2020,3
exo - Trains,Canada,-5,Montréal,Montréal,3/10/2020,-1
exo - Trains,Canada,-6,Montréal,Montréal,3/11/2020,-2
exo - Trains,Canada,-10,Montréal,Montréal,3/12/2020,-8
exo - Trains,Canada,-24,Montréal,Montréal,3/13/2020,-34
exo - Trains,Canada,-31,Montréal,Montréal,3/14/2020,-39
exo - Trains,Canada,-31,Montréal,Montréal,3/15/2020,-43
exo - Trains,Canada,-50,Montréal,Montréal,3/16/2020,-59
exo - Trains,Canada,-60,Montréal,Montréal,3/17/2020,-68
exo - Trains,Canada,-66,Montréal,Montréal,3/18/2020,-73
exo - Trains,Canada,-69,Montréal,Montréal,3/19/2020,-76
exo - Trains,Canada,-71,Montréal,Montréal,3/20/2020,-79
exo - Trains,Canada,-68,Montréal,Montréal,3/21/2020,-77
exo - Trains,Canada,-68,Montréal,Montréal,3/22/2020,-75
exo - Trains,Canada,-74,Montréal,Montréal,3/23/2020,-81
exo - Trains,Canada,-76,Montréal,Montréal,3/24/2020,-82
exo - Trains,Canada,-80,Montréal,Montréal,3/25/2020,-86
exo - Trains,Canada,-81,Montréal,Montréal,3/26/2020,-87
exo - Trains,Canada,-82,Montréal,Montréal,3/27/2020,-88
exo - Trains,Canada,-78,Montréal,Montréal,3/28/2020,-85
exo - Trains,Canada,-76,Montréal,Montréal,3/29/2020,-83
exo - Trains,Canada,-79,Montréal,Montréal,3/30/2020,-82
exo - Trains,Canada,-81,Montréal,Montréal,3/31/2020,-84
exo - Trains,Canada,-81,Montréal,Montréal,4/1/2020,-85
exo - Trains,Canada,-81,Montréal,Montréal,4/2/2020,-86
exo - Trains,Canada,-82,Montréal,Montréal,4/3/2020,-87
exo - Trains,Canada,-79,Montréal,Montréal,4/4/2020,-85
exo - Trains,Canada,-78,Montréal,Montréal,4/5/2020,-85
exo - Trains,Canada,-80,Montréal,Montréal,4/6/2020,-86
exo - Trains,Canada,-82,Montréal,Montréal,4/7/2020,-88
exo - Trains,Canada,-82,Montréal,Montréal,4/8/2020,-87
exo - Trains,Canada,-82,Montréal,Montréal,4/9/2020,-88
exo - Trains,Canada,-83,Montréal,Montréal,4/10/2020,-90
exo - Trains,Canada,-80,Montréal,Montréal,4/11/2020,-89
exo - Trains,Canada,-80,Montréal,Montréal,4/12/2020,-87
exo - Trains,Canada,-80,Montréal,Montréal,4/13/2020,-82
exo - Trains,Canada,-82,Montréal,Montréal,4/14/2020,-86
exo - Trains,Canada,-83,Montréal,Montréal,4/15/2020,-87
exo - Trains,Canada,-83,Montréal,Montréal,4/16/2020,-87
exo - Trains,Canada,-80,Montréal,Montréal,4/17/2020,-85
exo - Trains,Canada,-79,Montréal,Montréal,4/18/2020,-83
exo - Trains,Canada,-78,Montréal,Montréal,4/19/2020,-85
exo - Trains,Canada,-78,Montréal,Montréal,4/20/2020,-84
exo - Trains,Canada,-82,Montréal,Montréal,4/21/2020,-87
exo - Trains,Canada,-82,Montréal,Montréal,4/22/2020,-87
exo - Trains,Canada,-82,Montréal,Montréal,4/23/2020,-88
exo - Trains,Canada,-80,Montréal,Montréal,4/24/2020,-85
exo - Trains,Canada,-78,Montréal,Montréal,4/25/2020,-84
exo - Trains,Canada,-77,Montréal,Montréal,4/26/2020,-85
exo - Trains,Canada,-79,Montréal,Montréal,4/27/2020,-85
exo - Trains,Canada,-82,Montréal,Montréal,4/28/2020,-86
exo - Trains,Canada,-81,Montréal,Montréal,4/29/2020,-86
exo - Trains,Canada,-82,Montréal,Montréal,4/30/2020,-87
exo - Trains,Canada,-81,Montréal,Montréal,5/1/2020,-86
exo - Trains,Canada,-78,Montréal,Montréal,5/2/2020,-83
exo - Trains,Canada,-76,Montréal,Montréal,5/3/2020,-83
exo - Trains,Canada,-79,Montréal,Montréal,5/4/2020,-83
exo - Trains,Canada,-80,Montréal,Montréal,5/5/2020,-84
exo - Trains,Canada,-80,Montréal,Montréal,5/6/2020,-84
exo - Trains,Canada,-81,Montréal,Montréal,5/7/2020,-85
exo - Trains,Canada,-80,Montréal,Montréal,5/8/2020,-85
exo - Trains,Canada,-77,Montréal,Montréal,5/9/2020,-83
exo - Trains,Canada,-76,Montréal,Montréal,5/10/2020,-82
exo - Trains,Canada,-75,Montréal,Montréal,5/11/2020,-78
exo - Trains,Canada,-79,Montréal,Montréal,5/12/2020,-83
exo - Trains,Canada,-80,Montréal,Montréal,5/13/2020,-84
exo - Trains,Canada,-80,Montréal,Montréal,5/14/2020,-85
exo - Trains,Canada,-80,Montréal,Montréal,5/15/2020,-86
exo - Trains,Canada,-74,Montréal,Montréal,5/16/2020,-81
exo - Trains,Canada,-74,Montréal,Montréal,5/17/2020,-80
exo - Trains,Canada,-77,Montréal,Montréal,5/18/2020,-88
exo - Trains,Canada,-77,Montréal,Montréal,5/19/2020,-86
exo - Trains,Canada,-76,Montréal,Montréal,5/20/2020,-82
exo - Trains,Canada,-77,Montréal,Montréal,5/21/2020,-83
exo - Trains,Canada,-76,Montréal,Montréal,5/22/2020,-81
exo - Trains,Canada,-70,Montréal,Montréal,5/23/2020,-77
exo - Trains,Canada,-69,Montréal,Montréal,5/24/2020,-72
exo - Trains,Canada,-69,Montréal,Montréal,5/25/2020,-70
exo - Trains,Canada,-73,Montréal,Montréal,5/26/2020,-75
exo - Trains,Canada,-72,Montréal,Montréal,5/27/2020,-77
exo - Trains,Canada,-74,Montréal,Montréal,5/28/2020,-78
exo - Trains,Canada,-74,Montréal,Montréal,5/29/2020,-80
exo - Trains,Canada,-69,Montréal,Montréal,5/30/2020,-76
exo - Trains,Canada,-67,Montréal,Montréal,5/31/2020,-72
exo - Trains,Canada,-70,Montréal,Montréal,6/1/2020,-75
exo - Trains,Canada,-72,Montréal,Montréal,6/2/2020,-77
exo - Trains,Canada,-73,Montréal,Montréal,6/3/2020,-79
exo - Trains,Canada,-71,Montréal,Montréal,6/4/2020,-75
exo - Trains,Canada,-71,Montréal,Montréal,6/5/2020,-75
exo - Trains,Canada,-67,Montréal,Montréal,6/6/2020,-72
exo - Trains,Canada,-63,Montréal,Montréal,6/7/2020,-66
exo - Trains,Canada,-69,Montréal,Montréal,6/8/2020,-74
exo - Trains,Canada,-70,Montréal,Montréal,6/9/2020,-75
exo - Trains,Canada,-71,Montréal,Montréal,6/10/2020,-76
exo - Trains,Canada,-71,Montréal,Montréal,6/11/2020,-77
exo - Trains,Canada,-70,Montréal,Montréal,6/12/2020,-76
exo - Trains,Canada,-65,Montréal,Montréal,6/13/2020,-72
exo - Trains,Canada,-63,Montréal,Montréal,6/14/2020,-68
exo - Trains,Canada,-66,Montréal,Montréal,6/15/2020,-64
exo - Trains,Canada,-67,Montréal,Montréal,6/16/2020,-69
exo - Trains,Canada,-67,Montréal,Montréal,6/17/2020,-71
exo - Trains,Canada,-66,Montréal,Montréal,6/18/2020,-70
exo - Trains,Canada,-64,Montréal,Montréal,6/19/2020,-68
exo - Trains,Canada,-58,Montréal,Montréal,6/20/2020,-59
exo - Trains,Canada,-59,Montréal,Montréal,6/21/2020,-60
exo - Trains,Canada,-58,Montréal,Montréal,6/22/2020,-43
exo - Trains,Canada,-65,Montréal,Montréal,6/23/2020,-59
exo - Trains,Canada,-67,Montréal,Montréal,6/24/2020,-81
exo - Trains,Canada,-63,Montréal,Montréal,6/25/2020,-73
exo - Trains,Canada,-61,Montréal,Montréal,6/26/2020,-62
exo - Trains,Canada,-57,Montréal,Montréal,6/27/2020,-60
exo - Trains,Canada,-56,Montréal,Montréal,6/28/2020,-62
exo - Trains,Canada,-55,Montréal,Montréal,6/29/2020,-42
exo - Trains,Canada,-60,Montréal,Montréal,6/30/2020,-54
exo - Trains,Canada,-67,Montréal,Montréal,7/1/2020,-75
exo - Trains,Canada,-62,Montréal,Montréal,7/2/2020,-71
exo - Trains,Canada,-60,Montréal,Montréal,7/3/2020,-60
exo - Trains,Canada,-55,Montréal,Montréal,7/4/2020,-54
exo - Trains,Canada,-55,Montréal,Montréal,7/5/2020,-52
exo - Trains,Canada,-55,Montréal,Montréal,7/6/2020,-45
exo - Trains,Canada,-60,Montréal,Montréal,7/7/2020,-55
exo - Trains,Canada,-61,Montréal,Montréal,7/8/2020,-61
exo - Trains,Canada,-60,Montréal,Montréal,7/9/2020,-58
exo - Trains,Canada,-59,Montréal,Montréal,7/10/2020,-58
exo - Trains,Canada,-58,Montréal,Montréal,7/11/2020,-60
exo - Trains,Canada,-53,Montréal,Montréal,7/12/2020,-46
exo - Trains,Canada,-59,Montréal,Montréal,7/13/2020,-57
exo - Trains,Canada,-60,Montréal,Montréal,7/14/2020,-58
exo - Trains,Canada,-59,Montréal,Montréal,7/15/2020,-58
exo - Trains,Canada,-62,Montréal,Montréal,7/16/2020,-60
exo - Trains,Canada,-59,Montréal,Montréal,7/17/2020,-60
exo - Trains,Canada,-52,Montréal,Montréal,7/18/2020,-50
exo - Trains,Canada,-55,Montréal,Montréal,7/19/2020,-53
exo - Trains,Canada,-57,Montréal,Montréal,7/20/2020,-56
exo - Trains,Canada,-59,Montréal,Montréal,7/21/2020,-57
exo - Trains,Canada,-60,Montréal,Montréal,7/22/2020,-59
exo - Trains,Canada,-61,Montréal,Montréal,7/23/2020,-60
exo - Trains,Canada,-58,Montréal,Montréal,7/24/2020,-58
exo - Trains,Canada,-53,Montréal,Montréal,7/25/2020,-51
exo - Trains,Canada,-54,Montréal,Montréal,7/26/2020,-55
exo - Trains,Canada,-56,Montréal,Montréal,7/27/2020,-60
exo - Trains,Canada,-58,Montréal,Montréal,7/28/2020,-56
exo - Trains,Canada,-59,Montréal,Montréal,7/29/2020,-56
exo - Trains,Canada,-58,Montréal,Montréal,7/30/2020,-54
exo - Trains,Canada,-57,Montréal,Montréal,7/31/2020,-55
exo - Trains,Canada,-52,Montréal,Montréal,8/1/2020,-49
exo - Trains,Canada,-56,Montréal,Montréal,8/2/2020,-60
exo - Trains,Canada,-60,Montréal,Montréal,8/3/2020,-58
exo - Trains,Canada,-60,Montréal,Montréal,8/4/2020,-66
exo - Trains,Canada,-60,Montréal,Montréal,8/5/2020,-65
exo - Trains,Canada,-60,Montréal,Montréal,8/6/2020,-64
exo Roussillon,Canada,3,Montréal,Montréal,2/20/2020,-8
exo Roussillon,Canada,1,Montréal,Montréal,2/21/2020,-7
exo Roussillon,Canada,-8,Montréal,Montréal,2/22/2020,5
exo Roussillon,Canada,-5,Montréal,Montréal,2/23/2020,8
exo Roussillon,Canada,3,Montréal,Montréal,2/24/2020,23
exo Roussillon,Canada,4,Montréal,Montréal,2/25/2020,-2
exo Roussillon,Canada,12,Montréal,Montréal,2/26/2020,-7
exo Roussillon,Canada,1,Montréal,Montréal,2/27/2020,-17
exo Roussillon,Canada,-5,Montréal,Montréal,2/28/2020,1
exo Roussillon,Canada,-1,Montréal,Montréal,2/29/2020,5
exo Roussillon,Canada,1,Montréal,Montréal,3/1/2020,13
exo Roussillon,Canada,5,Montréal,Montréal,3/2/2020,8
exo Roussillon,Canada,-1,Montréal,Montréal,3/3/2020,12
exo Roussillon,Canada,-1,Montréal,Montréal,3/4/2020,1
exo Roussillon,Canada,-3,Montréal,Montréal,3/5/2020,4
exo Roussillon,Canada,-4,Montréal,Montréal,3/6/2020,5
exo Roussillon,Canada,-2,Montréal,Montréal,3/7/2020,-2
exo Roussillon,Canada,-3,Montréal,Montréal,3/8/2020,5
exo Roussillon,Canada,-2,Montréal,Montréal,3/9/2020,-6
exo Roussillon,Canada,-5,Montréal,Montréal,3/10/2020,9
exo Roussillon,Canada,-6,Montréal,Montréal,3/11/2020,12
exo Roussillon,Canada,-10,Montréal,Montréal,3/12/2020,4
exo Roussillon,Canada,-24,Montréal,Montréal,3/13/2020,-26
exo Roussillon,Canada,-31,Montréal,Montréal,3/14/2020,-40
exo Roussillon,Canada,-31,Montréal,Montréal,3/15/2020,-43
exo Roussillon,Canada,-50,Montréal,Montréal,3/16/2020,-58
exo Roussillon,Canada,-60,Montréal,Montréal,3/17/2020,-70
exo Roussillon,Canada,-66,Montréal,Montréal,3/18/2020,-75
exo Roussillon,Canada,-69,Montréal,Montréal,3/19/2020,-79
exo Roussillon,Canada,-71,Montréal,Montréal,3/20/2020,-81
exo Roussillon,Canada,-68,Montréal,Montréal,3/21/2020,-81
exo Roussillon,Canada,-68,Montréal,Montréal,3/22/2020,-82
exo Roussillon,Canada,-74,Montréal,Montréal,3/23/2020,-83
exo Roussillon,Canada,-76,Montréal,Montréal,3/24/2020,-83
exo Roussillon,Canada,-80,Montréal,Montréal,3/25/2020,-87
exo Roussillon,Canada,-81,Montréal,Montréal,3/26/2020,-89
exo Roussillon,Canada,-82,Montréal,Montréal,3/27/2020,-90
exo Roussillon,Canada,-78,Montréal,Montréal,3/28/2020,-88
exo Roussillon,Canada,-76,Montréal,Montréal,3/29/2020,-88
exo Roussillon,Canada,-79,Montréal,Montréal,3/30/2020,-91
exo Roussillon,Canada,-81,Montréal,Montréal,3/31/2020,-94
exo Roussillon,Canada,-81,Montréal,Montréal,4/1/2020,-95
exo Roussillon,Canada,-81,Montréal,Montréal,4/2/2020,-96
exo Roussillon,Canada,-82,Montréal,Montréal,4/3/2020,-96
exo Roussillon,Canada,-79,Montréal,Montréal,4/4/2020,-92
exo Roussillon,Canada,-78,Montréal,Montréal,4/5/2020,-92
exo Roussillon,Canada,-80,Montréal,Montréal,4/6/2020,-96
exo Roussillon,Canada,-82,Montréal,Montréal,4/7/2020,-97
exo Roussillon,Canada,-82,Montréal,Montréal,4/8/2020,-97
exo Roussillon,Canada,-82,Montréal,Montréal,4/9/2020,-97
exo Roussillon,Canada,-83,Montréal,Montréal,4/10/2020,-96
exo Roussillon,Canada,-80,Montréal,Montréal,4/11/2020,-93
exo Roussillon,Canada,-80,Montréal,Montréal,4/12/2020,-93
exo Roussillon,Canada,-80,Montréal,Montréal,4/13/2020,-96
exo Roussillon,Canada,-82,Montréal,Montréal,4/14/2020,-96
exo Roussillon,Canada,-83,Montréal,Montréal,4/15/2020,-97
exo Roussillon,Canada,-83,Montréal,Montréal,4/16/2020,-97
exo Roussillon,Canada,-80,Montréal,Montréal,4/17/2020,-97
exo Roussillon,Canada,-79,Montréal,Montréal,4/18/2020,-94
exo Roussillon,Canada,-78,Montréal,Montréal,4/19/2020,-93
exo Roussillon,Canada,-78,Montréal,Montréal,4/20/2020,-95
exo Roussillon,Canada,-82,Montréal,Montréal,4/21/2020,-97
exo Roussillon,Canada,-82,Montréal,Montréal,4/22/2020,-97
exo Roussillon,Canada,-82,Montréal,Montréal,4/23/2020,-97
exo Roussillon,Canada,-80,Montréal,Montréal,4/24/2020,-97
exo Roussillon,Canada,-78,Montréal,Montréal,4/25/2020,-95
exo Roussillon,Canada,-77,Montréal,Montréal,4/26/2020,-92
exo Roussillon,Canada,-79,Montréal,Montréal,4/27/2020,-96
exo Roussillon,Canada,-82,Montréal,Montréal,4/28/2020,-96
exo Roussillon,Canada,-81,Montréal,Montréal,4/29/2020,-97
exo Roussillon,Canada,-82,Montréal,Montréal,4/30/2020,-97
exo Roussillon,Canada,-81,Montréal,Montréal,5/1/2020,-97
exo Roussillon,Canada,-78,Montréal,Montréal,5/2/2020,-94
exo Roussillon,Canada,-76,Montréal,Montréal,5/3/2020,-91
exo Roussillon,Canada,-79,Montréal,Montréal,5/4/2020,-95
exo Roussillon,Canada,-80,Montréal,Montréal,5/5/2020,-96
exo Roussillon,Canada,-80,Montréal,Montréal,5/6/2020,-96
exo Roussillon,Canada,-81,Montréal,Montréal,5/7/2020,-97
exo Roussillon,Canada,-80,Montréal,Montréal,5/8/2020,-97
exo Roussillon,Canada,-77,Montréal,Montréal,5/9/2020,-94
exo Roussillon,Canada,-76,Montréal,Montréal,5/10/2020,-91
exo Roussillon,Canada,-75,Montréal,Montréal,5/11/2020,-94
exo Roussillon,Canada,-79,Montréal,Montréal,5/12/2020,-96
exo Roussillon,Canada,-80,Montréal,Montréal,5/13/2020,-97
exo Roussillon,Canada,-80,Montréal,Montréal,5/14/2020,-96
exo Roussillon,Canada,-80,Montréal,Montréal,5/15/2020,-96
exo Roussillon,Canada,-74,Montréal,Montréal,5/16/2020,-93
exo Roussillon,Canada,-74,Montréal,Montréal,5/17/2020,-89
exo Roussillon,Canada,-77,Montréal,Montréal,5/18/2020,-91
exo Roussillon,Canada,-77,Montréal,Montréal,5/19/2020,-95
exo Roussillon,Canada,-76,Montréal,Montréal,5/20/2020,-95
exo Roussillon,Canada,-77,Montréal,Montréal,5/21/2020,-95
exo Roussillon,Canada,-76,Montréal,Montréal,5/22/2020,-94
exo Roussillon,Canada,-70,Montréal,Montréal,5/23/2020,-89
exo Roussillon,Canada,-69,Montréal,Montréal,5/24/2020,-85
exo Roussillon,Canada,-69,Montréal,Montréal,5/25/2020,-88
exo Roussillon,Canada,-73,Montréal,Montréal,5/26/2020,-91
exo Roussillon,Canada,-72,Montréal,Montréal,5/27/2020,-92
exo Roussillon,Canada,-74,Montréal,Montréal,5/28/2020,-92
exo Roussillon,Canada,-74,Montréal,Montréal,5/29/2020,-93
exo Roussillon,Canada,-69,Montréal,Montréal,5/30/2020,-89
exo Roussillon,Canada,-67,Montréal,Montréal,5/31/2020,-82
exo Roussillon,Canada,-70,Montréal,Montréal,6/1/2020,-88
exo Roussillon,Canada,-72,Montréal,Montréal,6/2/2020,-90
exo Roussillon,Canada,-73,Montréal,Montréal,6/3/2020,-93
exo Roussillon,Canada,-71,Montréal,Montréal,6/4/2020,-91
exo Roussillon,Canada,-71,Montréal,Montréal,6/5/2020,-89
exo Roussillon,Canada,-67,Montréal,Montréal,6/6/2020,-84
exo Roussillon,Canada,-63,Montréal,Montréal,6/7/2020,-73
exo Roussillon,Canada,-69,Montréal,Montréal,6/8/2020,-84
exo Roussillon,Canada,-70,Montréal,Montréal,6/9/2020,-87
exo Roussillon,Canada,-71,Montréal,Montréal,6/10/2020,-88
exo Roussillon,Canada,-71,Montréal,Montréal,6/11/2020,-90
exo Roussillon,Canada,-70,Montréal,Montréal,6/12/2020,-88
exo Roussillon,Canada,-65,Montréal,Montréal,6/13/2020,-81
exo Roussillon,Canada,-63,Montréal,Montréal,6/14/2020,-73
exo Roussillon,Canada,-66,Montréal,Montréal,6/15/2020,-79
exo Roussillon,Canada,-67,Montréal,Montréal,6/16/2020,-86
exo Roussillon,Canada,-67,Montréal,Montréal,6/17/2020,-85
exo Roussillon,Canada,-66,Montréal,Montréal,6/18/2020,-85
exo Roussillon,Canada,-64,Montréal,Montréal,6/19/2020,-85
exo Roussillon,Canada,-58,Montréal,Montréal,6/20/2020,-74
exo Roussillon,Canada,-59,Montréal,Montréal,6/21/2020,-64
exo Roussillon,Canada,-58,Montréal,Montréal,6/22/2020,-71
exo Roussillon,Canada,-65,Montréal,Montréal,6/23/2020,-81
exo Roussillon,Canada,-67,Montréal,Montréal,6/24/2020,-85
exo Roussillon,Canada,-63,Montréal,Montréal,6/25/2020,-83
exo Roussillon,Canada,-61,Montréal,Montréal,6/26/2020,-83
exo Roussillon,Canada,-57,Montréal,Montréal,6/27/2020,-74
exo Roussillon,Canada,-56,Montréal,Montréal,6/28/2020,-66
exo Roussillon,Canada,-55,Montréal,Montréal,6/29/2020,-70
exo Roussillon,Canada,-60,Montréal,Montréal,6/30/2020,-79
exo Roussillon,Canada,-67,Montréal,Montréal,7/1/2020,-82
exo Roussillon,Canada,-62,Montréal,Montréal,7/2/2020,-79
exo Roussillon,Canada,-60,Montréal,Montréal,7/3/2020,-81
exo Roussillon,Canada,-55,Montréal,Montréal,7/4/2020,-70
exo Roussillon,Canada,-55,Montréal,Montréal,7/5/2020,-58
exo Roussillon,Canada,-55,Montréal,Montréal,7/6/2020,-69
exo Roussillon,Canada,-60,Montréal,Montréal,7/7/2020,-78
exo Roussillon,Canada,-61,Montréal,Montréal,7/8/2020,-81
exo Roussillon,Canada,-60,Montréal,Montréal,7/9/2020,-80
exo Roussillon,Canada,-59,Montréal,Montréal,7/10/2020,-81
exo Roussillon,Canada,-58,Montréal,Montréal,7/11/2020,-76
exo Roussillon,Canada,-53,Montréal,Montréal,7/12/2020,-63
exo Roussillon,Canada,-59,Montréal,Montréal,7/13/2020,-75
exo Roussillon,Canada,-60,Montréal,Montréal,7/14/2020,-79
exo Roussillon,Canada,-59,Montréal,Montréal,7/15/2020,-80
exo Roussillon,Canada,-62,Montréal,Montréal,7/16/2020,-79
exo Roussillon,Canada,-59,Montréal,Montréal,7/17/2020,-80
exo Roussillon,Canada,-52,Montréal,Montréal,7/18/2020,-71
exo Roussillon,Canada,-55,Montréal,Montréal,7/19/2020,-61
exo Roussillon,Canada,-57,Montréal,Montréal,7/20/2020,-75
exo Roussillon,Canada,-59,Montréal,Montréal,7/21/2020,-78
exo Roussillon,Canada,-60,Montréal,Montréal,7/22/2020,-81
exo Roussillon,Canada,-61,Montréal,Montréal,7/23/2020,-81
exo Roussillon,Canada,-58,Montréal,Montréal,7/24/2020,-78
exo Roussillon,Canada,-53,Montréal,Montréal,7/25/2020,-68
